num_attacks,num_ripples,attack_location,ripple_damage
4,7,"[(4.71, 39.66), (63.27, 32.63), (23.07, 31.31), (3.49, 19.3)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9, 1.93]"
4,9,"[(60.34, 27.4), (27.2, 26.39), (49.13, 25.24), (32.92, 42.76)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33]"
5,6,"[(53.11, 31.51), (69.98, 29.39), (67.04, 35.07), (38.68, 30.25), (56.56, 22.82)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6]"
2,6,"[(32.8, 32.07), (62.41, 16.08)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13]"
3,6,"[(68.5, 2.69), (21.1, 36.01), (18.37, 16.29)]","[14.67, 9.78, 6.52, 4.35, 2.9, 1.93]"
3,8,"[(59.8, 13.13), (7.79, 10.96), (29.87, 22.12)]","[36.0, 24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11]"
4,9,"[(49.85, 20.77), (38.52, 17.52), (46.49, 37.57), (45.05, 5.26)]","[36.67, 24.44, 16.3, 10.86, 7.24, 4.83, 3.22, 2.15, 1.43]"
5,5,"[(66.87, 47.71), (19.29, 3.25), (44.95, 44.48), (63.13, 4.71), (38.12, 19.37)]","[21.33, 14.22, 9.48, 6.32, 4.21]"
4,6,"[(2.32, 45.78), (4.69, 5.84), (25.08, 8.84), (56.33, 29.7)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72]"
5,9,"[(61.17, 22.57), (70.0, 41.42), (43.12, 6.37), (31.58, 6.66), (32.99, 47.68)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1, 2.07, 1.38]"
3,7,"[(37.28, 14.43), (11.49, 49.05), (14.21, 48.91)]","[36.0, 24.0, 16.0, 10.67, 7.11, 4.74, 3.16]"
5,8,"[(44.26, 9.21), (63.14, 45.36), (36.64, 20.68), (51.61, 28.76), (38.92, 29.42)]","[13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17, 0.78]"
4,9,"[(15.22, 36.42), (5.72, 46.56), (14.65, 1.43), (51.42, 15.2)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52, 1.01]"
3,6,"[(12.59, 6.89), (69.62, 21.25), (43.81, 34.45)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02]"
3,8,"[(54.53, 47.85), (48.04, 4.55), (36.88, 24.27)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69, 1.79]"
5,8,"[(18.59, 49.21), (33.27, 46.67), (56.28, 1.92), (65.97, 28.21), (58.77, 5.8)]","[37.33, 24.89, 16.59, 11.06, 7.37, 4.92, 3.28, 2.19]"
3,6,"[(16.23, 24.54), (64.01, 17.1), (24.57, 43.52)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98]"
2,9,"[(14.79, 24.11), (18.4, 46.88)]","[32.67, 21.78, 14.52, 9.68, 6.45, 4.3, 2.87, 1.91, 1.27]"
4,8,"[(68.13, 3.36), (16.95, 1.18), (59.12, 9.53), (52.11, 15.11)]","[36.67, 24.44, 16.3, 10.86, 7.24, 4.83, 3.22, 2.15]"
2,9,"[(67.02, 29.46), (2.33, 17.87)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17, 0.78]"
2,9,"[(49.22, 44.4), (64.61, 19.29)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52, 1.68, 1.12]"
5,8,"[(51.77, 43.35), (10.02, 49.67), (30.83, 23.03), (41.47, 43.33), (54.67, 30.05)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64, 1.09]"
3,8,"[(64.18, 9.99), (34.92, 12.51), (27.28, 21.39)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04, 2.03]"
5,5,"[(4.27, 9.97), (46.1, 13.12), (42.7, 49.35), (8.9, 4.55), (39.17, 26.33)]","[32.0, 21.33, 14.22, 9.48, 6.32]"
4,9,"[(37.1, 23.75), (19.46, 12.45), (63.64, 23.66), (69.79, 5.57)]","[38.0, 25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22, 1.48]"
4,5,"[(64.75, 21.83), (46.88, 10.52), (9.93, 35.66), (38.44, 44.92)]","[34.0, 22.67, 15.11, 10.07, 6.72]"
2,8,"[(58.23, 37.9), (67.48, 48.41)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29]"
4,6,"[(34.87, 6.97), (9.2, 11.68), (44.12, 42.93), (47.64, 40.09)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07]"
3,9,"[(45.34, 16.54), (33.93, 25.96), (52.2, 8.27)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19, 1.46, 0.98, 0.65]"
3,5,"[(2.14, 18.72), (55.11, 31.15), (20.22, 24.74)]","[24.0, 16.0, 10.67, 7.11, 4.74]"
2,9,"[(38.61, 17.97), (49.16, 21.83)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56]"
3,9,"[(14.0, 22.41), (26.5, 3.51), (68.23, 43.59)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69, 1.79, 1.2]"
2,8,"[(39.9, 4.12), (6.03, 26.48)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93, 1.95]"
5,8,"[(63.92, 37.98), (29.08, 38.76), (14.32, 29.72), (46.07, 10.38), (35.4, 4.04)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93, 1.95]"
5,8,"[(2.83, 13.24), (68.06, 40.57), (24.67, 1.55), (34.69, 24.33), (49.06, 18.53)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4, 1.6]"
5,7,"[(46.67, 16.51), (2.77, 7.41), (4.91, 20.09), (2.54, 3.04), (47.94, 33.51)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04]"
4,7,"[(36.51, 8.76), (7.45, 49.6), (37.34, 41.25), (29.64, 43.24)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9, 1.93]"
4,5,"[(59.66, 30.18), (61.22, 36.6), (56.7, 7.27), (41.75, 1.01)]","[40.0, 26.67, 17.78, 11.85, 7.9]"
4,5,"[(57.53, 47.84), (27.64, 8.47), (53.33, 44.94), (69.01, 20.17)]","[13.33, 8.89, 5.93, 3.95, 2.63]"
4,6,"[(45.36, 9.08), (15.95, 44.27), (10.44, 27.61), (24.26, 42.75)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63]"
4,8,"[(42.45, 46.89), (6.48, 5.12), (49.76, 21.42), (44.75, 33.63)]","[38.67, 25.78, 17.19, 11.46, 7.64, 5.09, 3.39, 2.26]"
3,9,"[(56.11, 24.44), (22.62, 6.34), (20.79, 49.98)]","[36.67, 24.44, 16.3, 10.86, 7.24, 4.83, 3.22, 2.15, 1.43]"
5,5,"[(6.41, 35.75), (50.09, 6.67), (11.8, 3.12), (47.9, 4.47), (10.28, 38.29)]","[36.67, 24.44, 16.3, 10.86, 7.24]"
4,9,"[(22.82, 12.46), (63.75, 38.98), (21.28, 23.59), (39.56, 36.18)]","[37.33, 24.89, 16.59, 11.06, 7.37, 4.92, 3.28, 2.19, 1.46]"
3,9,"[(26.21, 1.26), (39.74, 9.82), (1.97, 19.86)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56, 1.04]"
3,7,"[(18.99, 5.98), (2.56, 32.0), (20.07, 37.26)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72, 1.81]"
2,9,"[(32.03, 11.61), (4.77, 4.91)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19, 1.46, 0.98, 0.65]"
2,5,"[(25.61, 13.28), (63.1, 14.45)]","[28.0, 18.67, 12.44, 8.3, 5.53]"
5,8,"[(51.84, 9.87), (63.36, 8.69), (66.83, 29.09), (57.88, 4.21), (17.8, 41.0)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33]"
3,5,"[(54.41, 39.11), (17.87, 14.17), (15.61, 29.42)]","[14.0, 9.33, 6.22, 4.15, 2.77]"
2,8,"[(50.26, 28.77), (37.93, 26.24)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75, 1.83]"
2,7,"[(53.21, 3.66), (16.77, 38.18)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64]"
2,8,"[(46.31, 40.63), (65.23, 4.36)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64]"
3,7,"[(39.77, 6.74), (5.41, 49.39), (50.57, 40.69)]","[24.67, 16.44, 10.96, 7.31, 4.87, 3.25, 2.17]"
2,8,"[(33.0, 20.14), (45.75, 24.85)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19, 1.46, 0.98]"
4,8,"[(3.82, 5.65), (56.56, 49.83), (39.4, 11.75), (37.73, 1.59)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75, 1.83]"
4,7,"[(61.26, 9.48), (26.88, 41.56), (14.59, 34.01), (66.34, 1.47)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04]"
3,8,"[(21.82, 18.42), (14.82, 39.45), (66.35, 24.16)]","[38.0, 25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22]"
4,7,"[(7.82, 40.84), (5.0, 1.28), (6.23, 27.5), (54.22, 1.54)]","[37.33, 24.89, 16.59, 11.06, 7.37, 4.92, 3.28]"
4,8,"[(63.52, 29.02), (62.42, 21.69), (33.08, 12.62), (7.74, 27.95)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69, 1.79]"
5,9,"[(20.5, 22.55), (30.52, 45.29), (31.41, 31.31), (51.27, 5.23), (56.92, 46.48)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33, 0.88]"
4,9,"[(24.52, 39.81), (20.33, 6.39), (31.25, 36.51), (15.31, 4.84)]","[38.0, 25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22, 1.48]"
4,8,"[(24.25, 3.28), (50.27, 12.35), (7.78, 45.98), (11.07, 28.38)]","[14.0, 9.33, 6.22, 4.15, 2.77, 1.84, 1.23, 0.82]"
3,5,"[(33.4, 11.99), (28.33, 35.79), (46.93, 15.26)]","[14.0, 9.33, 6.22, 4.15, 2.77]"
3,9,"[(4.85, 27.93), (38.76, 24.75), (59.89, 7.36)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86, 2.58, 1.72, 1.14]"
2,5,"[(33.9, 29.57), (38.83, 22.76)]","[22.67, 15.11, 10.07, 6.72, 4.48]"
4,7,"[(51.1, 12.13), (8.71, 31.83), (8.13, 29.47), (19.88, 37.46)]","[14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29]"
3,8,"[(24.32, 30.31), (39.36, 16.6), (53.44, 36.08)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87, 1.25]"
5,8,"[(60.68, 17.04), (52.58, 14.56), (22.66, 1.82), (55.39, 19.0), (14.93, 19.9)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1, 2.07]"
5,7,"[(23.27, 26.84), (37.49, 10.59), (32.35, 3.56), (7.87, 29.63), (12.87, 21.97)]","[30.0, 20.0, 13.33, 8.89, 5.93, 3.95, 2.63]"
3,9,"[(41.49, 20.51), (69.22, 12.56), (40.58, 32.48)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56]"
3,6,"[(25.15, 18.71), (3.77, 42.61), (69.26, 34.76)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34]"
5,5,"[(68.52, 24.24), (31.14, 35.57), (69.09, 13.69), (3.13, 29.85), (42.36, 30.24)]","[28.67, 19.11, 12.74, 8.49, 5.66]"
3,6,"[(5.5, 9.14), (14.0, 15.29), (1.64, 47.47)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34]"
5,9,"[(68.91, 7.6), (5.09, 6.12), (16.74, 23.2), (61.69, 48.31), (60.9, 27.96)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55, 1.7, 1.13, 0.75]"
2,6,"[(24.68, 39.87), (38.27, 39.07)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78]"
2,8,"[(57.07, 21.25), (12.7, 23.95)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1, 2.07]"
5,6,"[(26.58, 46.19), (44.05, 35.98), (19.87, 11.82), (67.71, 12.55), (57.9, 6.41)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86]"
5,9,"[(7.83, 41.66), (2.63, 46.74), (57.11, 37.29), (6.03, 28.0), (22.78, 7.75)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33, 0.88]"
2,5,"[(20.96, 48.2), (8.32, 2.46)]","[32.67, 21.78, 14.52, 9.68, 6.45]"
5,5,"[(68.52, 18.8), (2.84, 44.12), (53.01, 26.24), (59.26, 5.17), (69.91, 33.22)]","[30.67, 20.44, 13.63, 9.09, 6.06]"
4,6,"[(45.17, 39.12), (39.68, 30.13), (50.88, 27.33), (25.25, 21.54)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46]"
3,5,"[(6.31, 45.52), (21.09, 18.3), (2.61, 2.14)]","[29.33, 19.56, 13.04, 8.69, 5.79]"
3,5,"[(27.7, 46.6), (25.12, 28.23), (3.37, 18.34)]","[32.0, 21.33, 14.22, 9.48, 6.32]"
2,6,"[(36.77, 28.6), (54.96, 1.31)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9]"
4,9,"[(15.97, 29.62), (57.42, 7.91), (6.16, 22.99), (25.34, 24.55)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33]"
4,9,"[(6.33, 26.79), (39.56, 25.58), (28.4, 17.43), (11.78, 32.75)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04, 2.03, 1.35]"
5,6,"[(39.71, 49.82), (48.85, 30.6), (11.76, 48.16), (15.07, 35.48), (54.03, 30.61)]","[24.0, 16.0, 10.67, 7.11, 4.74, 3.16]"
3,7,"[(18.35, 46.36), (69.48, 1.12), (39.06, 38.04)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76]"
5,9,"[(44.21, 19.45), (44.7, 37.7), (8.14, 2.53), (10.67, 37.72), (55.53, 12.98)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56]"
4,9,"[(8.11, 34.35), (8.2, 11.11), (42.7, 14.47), (44.48, 43.02)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29, 0.86]"
2,5,"[(18.92, 36.96), (46.81, 31.7)]","[24.0, 16.0, 10.67, 7.11, 4.74]"
3,8,"[(7.66, 3.77), (53.63, 4.54), (69.3, 48.04)]","[14.0, 9.33, 6.22, 4.15, 2.77, 1.84, 1.23, 0.82]"
5,8,"[(41.81, 44.79), (13.63, 12.76), (3.75, 22.09), (31.3, 40.41), (52.25, 45.86)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52, 1.68]"
4,5,"[(10.15, 12.69), (56.39, 39.61), (57.82, 39.77), (63.66, 29.06)]","[15.33, 10.22, 6.81, 4.54, 3.03]"
5,8,"[(22.41, 5.15), (45.73, 31.97), (50.18, 2.31), (59.81, 2.78), (7.99, 40.04)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22, 1.48]"
5,9,"[(23.35, 21.52), (9.72, 6.08), (10.47, 2.93), (11.79, 10.9), (10.58, 22.1)]","[38.0, 25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22, 1.48]"
5,9,"[(12.97, 5.81), (57.31, 23.51), (4.63, 21.82), (16.51, 45.17), (18.41, 11.81)]","[32.67, 21.78, 14.52, 9.68, 6.45, 4.3, 2.87, 1.91, 1.27]"
3,5,"[(54.83, 19.3), (4.25, 44.5), (16.71, 4.58)]","[17.33, 11.56, 7.7, 5.14, 3.42]"
5,9,"[(62.52, 9.93), (1.04, 46.54), (52.84, 49.6), (3.34, 2.19), (41.19, 32.2)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64, 1.09, 0.73]"
5,6,"[(3.99, 45.57), (45.39, 10.27), (23.38, 31.31), (51.95, 20.51), (34.81, 31.6)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13]"
5,6,"[(20.62, 16.04), (29.01, 7.13), (54.69, 17.55), (5.31, 26.41), (46.21, 39.73)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55]"
2,6,"[(18.15, 42.03), (17.95, 22.99)]","[36.67, 24.44, 16.3, 10.86, 7.24, 4.83]"
3,8,"[(17.38, 28.46), (60.39, 43.57), (36.31, 5.71)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99]"
3,8,"[(26.29, 9.27), (28.84, 6.67), (9.58, 24.57)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52, 1.01]"
5,6,"[(40.77, 21.99), (13.84, 6.58), (9.34, 38.27), (12.71, 25.23), (41.01, 40.67)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81]"
3,8,"[(33.97, 49.69), (47.59, 46.35), (52.03, 11.07)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52, 1.68]"
3,7,"[(55.44, 22.58), (57.09, 4.85), (17.78, 19.39)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22]"
3,6,"[(55.57, 6.47), (60.75, 26.3), (2.22, 44.44)]","[32.0, 21.33, 14.22, 9.48, 6.32, 4.21]"
3,5,"[(31.02, 28.35), (59.52, 31.65), (52.79, 3.77)]","[14.67, 9.78, 6.52, 4.35, 2.9]"
5,5,"[(61.29, 36.06), (21.15, 8.87), (49.72, 37.2), (57.04, 36.06), (31.45, 26.46)]","[33.33, 22.22, 14.81, 9.88, 6.58]"
3,6,"[(45.59, 45.91), (51.95, 9.41), (20.83, 43.51)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42]"
5,9,"[(34.44, 15.44), (57.99, 44.02), (54.75, 30.05), (9.11, 28.28), (22.35, 12.69)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52, 1.68, 1.12]"
3,8,"[(5.18, 11.35), (52.7, 43.48), (47.19, 31.33)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19, 1.46, 0.98]"
4,8,"[(59.57, 46.45), (17.36, 43.55), (49.37, 49.23), (4.86, 45.08)]","[32.67, 21.78, 14.52, 9.68, 6.45, 4.3, 2.87, 1.91]"
3,9,"[(24.32, 7.79), (51.3, 15.48), (4.45, 28.04)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33, 0.88]"
3,5,"[(46.68, 9.26), (33.77, 28.48), (17.09, 2.43)]","[33.33, 22.22, 14.81, 9.88, 6.58]"
3,5,"[(21.09, 6.65), (29.27, 47.01), (42.56, 6.31)]","[20.67, 13.78, 9.19, 6.12, 4.08]"
5,5,"[(35.22, 15.98), (28.41, 32.4), (17.57, 21.66), (35.54, 33.64), (48.89, 33.17)]","[22.67, 15.11, 10.07, 6.72, 4.48]"
4,5,"[(3.97, 22.56), (15.32, 35.52), (15.52, 42.73), (9.98, 37.06)]","[24.0, 16.0, 10.67, 7.11, 4.74]"
4,8,"[(30.49, 44.25), (52.32, 29.69), (9.95, 38.69), (58.86, 24.46)]","[18.0, 12.0, 8.0, 5.33, 3.56, 2.37, 1.58, 1.05]"
5,5,"[(11.34, 36.57), (60.15, 41.4), (5.3, 31.19), (12.31, 27.28), (19.03, 17.39)]","[24.67, 16.44, 10.96, 7.31, 4.87]"
2,9,"[(39.89, 10.82), (6.74, 44.31)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87, 1.25, 0.83]"
4,5,"[(1.99, 39.13), (53.46, 31.92), (28.42, 15.65), (20.96, 4.99)]","[25.33, 16.89, 11.26, 7.51, 5.0]"
3,9,"[(37.52, 17.7), (22.15, 38.01), (26.97, 11.11)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52, 1.01, 0.68]"
4,9,"[(61.84, 47.97), (4.13, 34.53), (39.68, 30.21), (7.28, 2.98)]","[18.0, 12.0, 8.0, 5.33, 3.56, 2.37, 1.58, 1.05, 0.7]"
3,8,"[(49.41, 39.75), (27.26, 38.1), (28.02, 48.3)]","[36.0, 24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11]"
4,6,"[(32.84, 46.29), (9.81, 39.1), (33.15, 19.52), (7.43, 35.2)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48]"
2,7,"[(21.28, 33.99), (50.29, 15.93)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87]"
4,7,"[(62.45, 26.39), (57.99, 6.97), (8.92, 39.38), (7.23, 32.52)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4]"
3,5,"[(63.82, 15.53), (25.29, 47.42), (60.23, 26.14)]","[23.33, 15.56, 10.37, 6.91, 4.61]"
2,8,"[(33.19, 43.03), (69.12, 13.23)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87, 1.25]"
5,5,"[(37.25, 13.39), (20.33, 9.16), (13.36, 9.6), (28.28, 8.2), (35.62, 27.52)]","[28.0, 18.67, 12.44, 8.3, 5.53]"
3,9,"[(25.39, 16.11), (52.75, 22.94), (26.91, 14.53)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04, 2.03, 1.35]"
5,6,"[(10.0, 39.22), (20.27, 2.16), (16.62, 33.37), (35.74, 23.47), (33.91, 21.53)]","[18.0, 12.0, 8.0, 5.33, 3.56, 2.37]"
2,9,"[(64.75, 40.66), (4.52, 1.66)]","[14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29, 0.86, 0.57]"
3,9,"[(14.97, 33.25), (31.97, 12.51), (1.46, 29.5)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02, 1.35, 0.9, 0.6]"
4,8,"[(41.07, 19.77), (16.64, 15.99), (45.55, 38.15), (17.57, 45.03)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93, 1.95]"
3,5,"[(60.77, 32.32), (3.62, 26.49), (21.15, 49.63)]","[23.33, 15.56, 10.37, 6.91, 4.61]"
2,7,"[(1.26, 42.3), (64.86, 30.62)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93]"
4,6,"[(42.72, 49.63), (58.25, 29.21), (40.83, 37.19), (67.24, 2.5)]","[39.33, 26.22, 17.48, 11.65, 7.77, 5.18]"
5,9,"[(33.86, 31.57), (52.29, 20.65), (27.95, 3.85), (27.53, 23.36), (1.29, 13.93)]","[21.33, 14.22, 9.48, 6.32, 4.21, 2.81, 1.87, 1.25, 0.83]"
3,5,"[(22.29, 9.31), (41.28, 33.65), (21.65, 21.39)]","[38.0, 25.33, 16.89, 11.26, 7.51]"
4,7,"[(12.1, 13.9), (53.68, 27.51), (68.94, 19.18), (18.7, 30.25)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76]"
5,8,"[(68.86, 2.47), (63.94, 3.02), (4.26, 15.4), (4.84, 18.61), (60.02, 35.81)]","[38.67, 25.78, 17.19, 11.46, 7.64, 5.09, 3.39, 2.26]"
3,8,"[(12.39, 31.24), (61.32, 5.7), (69.29, 48.24)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1, 2.07]"
3,8,"[(32.28, 10.15), (60.06, 49.1), (53.97, 1.84)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02, 1.35, 0.9]"
5,8,"[(4.95, 41.25), (19.04, 9.66), (1.89, 4.85), (38.4, 36.41), (52.65, 25.05)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64]"
2,7,"[(27.78, 45.98), (6.66, 16.13)]","[13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17]"
3,9,"[(27.6, 27.04), (40.11, 48.63), (19.76, 12.64)]","[36.67, 24.44, 16.3, 10.86, 7.24, 4.83, 3.22, 2.15, 1.43]"
4,7,"[(36.22, 37.86), (34.42, 5.54), (40.16, 17.25), (9.22, 19.28)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52]"
4,5,"[(6.11, 35.7), (5.43, 36.3), (16.81, 19.38), (58.47, 6.79)]","[28.67, 19.11, 12.74, 8.49, 5.66]"
5,6,"[(41.87, 49.06), (11.47, 2.75), (55.26, 24.33), (30.94, 7.24), (60.51, 2.8)]","[36.0, 24.0, 16.0, 10.67, 7.11, 4.74]"
3,9,"[(18.11, 26.41), (64.51, 21.84), (12.41, 44.1)]","[38.67, 25.78, 17.19, 11.46, 7.64, 5.09, 3.39, 2.26, 1.51]"
5,7,"[(4.95, 27.35), (69.9, 31.37), (9.49, 33.99), (40.43, 16.93), (49.15, 23.05)]","[38.0, 25.33, 16.89, 11.26, 7.51, 5.0, 3.34]"
2,5,"[(47.29, 42.48), (52.94, 47.49)]","[26.0, 17.33, 11.56, 7.7, 5.14]"
5,5,"[(3.79, 22.52), (13.61, 14.56), (39.09, 47.38), (21.56, 31.59), (59.59, 38.36)]","[26.67, 17.78, 11.85, 7.9, 5.27]"
3,9,"[(46.43, 37.02), (58.7, 4.25), (31.86, 44.4)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29, 0.86]"
4,5,"[(19.53, 36.87), (44.9, 22.81), (10.8, 8.89), (14.08, 30.75)]","[16.67, 11.11, 7.41, 4.94, 3.29]"
2,9,"[(7.24, 36.77), (59.01, 6.24)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4, 1.6, 1.07]"
3,7,"[(60.76, 45.45), (2.59, 34.27), (5.91, 30.95)]","[38.0, 25.33, 16.89, 11.26, 7.51, 5.0, 3.34]"
2,9,"[(53.75, 18.28), (43.71, 12.65)]","[14.0, 9.33, 6.22, 4.15, 2.77, 1.84, 1.23, 0.82, 0.55]"
4,7,"[(38.55, 14.05), (69.93, 6.94), (52.05, 25.4), (43.66, 48.43)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42, 2.28]"
4,6,"[(41.54, 16.33), (6.26, 17.73), (39.28, 31.43), (31.4, 6.95)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27]"
4,9,"[(62.55, 29.11), (41.97, 42.73), (54.14, 36.43), (6.39, 22.3)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05, 1.37, 0.91]"
3,7,"[(10.0, 49.42), (21.51, 36.6), (44.53, 49.16)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4]"
4,8,"[(27.25, 45.79), (59.92, 28.74), (1.74, 16.47), (34.51, 38.36)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52, 1.68]"
4,8,"[(35.58, 12.62), (38.76, 48.78), (4.3, 28.29), (34.51, 5.33)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69, 1.79]"
2,6,"[(65.21, 44.37), (6.75, 16.67)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48]"
4,5,"[(42.72, 32.12), (57.1, 14.26), (51.39, 27.26), (37.05, 19.2)]","[35.33, 23.56, 15.7, 10.47, 6.98]"
4,7,"[(23.14, 39.1), (15.77, 6.87), (1.16, 39.15), (13.32, 6.83)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1]"
